route_id,origin,destination,origin_lat,origin_lon,destination_lat,destination_lon,distance,average_hours
Alaska_Arizona_35819,Alaska,Arizona,16.559,-93.973,15.633,-87.317,447.0,8.94
Alaska_Arkansas_City_76462,Alaska,Arkansas City,16.559,-93.973,37.062,-97.038,1424.09,28.48
Alaska_California_City_71604,Alaska,California City,16.559,-93.973,35.126,-117.985,1957.36,39.15
Alaska_Colorado_Springs_50771,Alaska,Colorado Springs,16.559,-93.973,38.834,-104.821,1668.64,33.37
Alaska_Stamford_27330,Alaska,Stamford,16.559,-93.973,41.053,-73.539,2081.68,41.63
Alaska_Delaware_80224,Alaska,Delaware,16.559,-93.973,40.299,-83.068,1761.12,35.22
Alaska_Floridablanca_21410,Alaska,Floridablanca,16.559,-93.973,7.065,-73.09,1555.46,31.11
Alaska_Tbilisi_38439,Alaska,Tbilisi,16.559,-93.973,41.725,44.791,7637.65,152.75
Alaska_Hawaiian_Gardens_36054,Alaska,Hawaiian Gardens,16.559,-93.973,33.831,-118.072,1912.18,38.24
Alaska_Idaho_Falls_29303,Alaska,Idaho Falls,16.559,-93.973,43.467,-112.033,2135.85,42.72
Alaska_Illinois_City_57986,Alaska,Illinois City,16.559,-93.973,41.381,-90.897,1719.44,34.39
Alaska_Indianapolis_30528,Alaska,Indianapolis,16.559,-93.973,39.768,-86.158,1666.2,33.32
Alaska_Iowa_City_11266,Alaska,Iowa City,16.559,-93.973,41.661,-91.53,1735.06,34.7
Alaska_Kansas_City_87805,Alaska,Kansas City,16.559,-93.973,39.114,-94.627,1553.72,31.07
Alaska_Kentucky_18724,Alaska,Kentucky,16.559,-93.973,-28.233,19.4,8157.87,163.16
Alaska_Louisiana_77151,Alaska,Louisiana,16.559,-93.973,39.441,-91.055,1585.58,31.71
Alaska_Maine-Soroa_53353,Alaska,Maine-Soroa,16.559,-93.973,13.218,12.027,6992.44,139.85
Alaska_Maryland_Heights_60487,Alaska,Maryland Heights,16.559,-93.973,38.713,-90.43,1540.6,30.81
Alaska_Worcester_3508,Alaska,Worcester,16.559,-93.973,42.263,-71.803,2203.95,44.08
Alaska_Michigan_City_74920,Alaska,Michigan City,16.559,-93.973,41.708,-86.895,1782.66,35.65
Alaska_Minnesota_City_72111,Alaska,Minnesota City,16.559,-93.973,44.088,-91.744,1900.97,38.02
Alaska_Mississippi_State_68001,Alaska,Mississippi State,16.559,-93.973,33.458,-88.786,1207.34,24.15
Alaska_Missouri_City_8659,Alaska,Missouri City,16.559,-93.973,29.618,-95.538,904.14,18.08
Alaska_Montana_5544,Alaska,Montana,16.559,-93.973,43.413,23.225,6713.97,134.28
Alaska_Nebraska_City_39676,Alaska,Nebraska City,16.559,-93.973,40.675,-95.862,1664.76,33.3
Alaska_Nevada_84513,Alaska,Nevada,16.559,-93.973,42.018,-93.451,1753.87,35.08
Alaska_New_Hampshire_92922,Alaska,New Hampshire,16.559,-93.973,40.558,-83.954,1758.52,35.17
Alaska_Jersey_City_49768,Alaska,Jersey City,16.559,-93.973,40.728,-74.078,2046.16,40.92
Alaska_New_Mexico_17873,Alaska,New Mexico,16.559,-93.973,-30.733,150.6,8291.36,165.83
Alaska_New_York_92611,Alaska,New York,16.559,-93.973,40.714,-74.006,2047.94,40.96
Alaska_Carolina_14927,Alaska,Carolina,16.559,-93.973,-26.067,30.117,8809.71,176.19
Alaska_Dakota_99962,Alaska,Dakota,16.559,-93.973,43.91,-91.356,1890.43,37.81
Alaska_Ohio_48482,Alaska,Ohio,16.559,-93.973,41.603,-89.453,1745.83,34.92
Alaska_Oklahoma_City_98451,Alaska,Oklahoma City,16.559,-93.973,35.468,-97.516,1320.01,26.4
Alaska_Oregon_City_12804,Alaska,Oregon City,16.559,-93.973,45.358,-122.606,2584.92,51.7
Alaska_Pennsylvania_Furnace_83405,Alaska,Pennsylvania Furnace,16.559,-93.973,40.726,-77.946,1920.96,38.42
Alaska_Island_Park_65661,Alaska,Island Park,16.559,-93.973,41.623,-71.228,2192.82,43.86
Alaska_South_Dakota_Park_9551,Alaska,South Dakota Park,16.559,-93.973,45.418,-96.701,1994.61,39.89
Alaska_Tennessee_15499,Alaska,Tennessee,16.559,-93.973,40.425,-90.799,1654.66,33.09
Alaska_Texas_City_59951,Alaska,Texas City,16.559,-93.973,29.384,-94.903,884.53,17.69
Alaska_Utah_Pur_10710,Alaska,Utah Pur,16.559,-93.973,34.099,67.671,8744.35,174.89
Alaska_Vermont_83151,Alaska,Vermont,16.559,-93.973,40.295,-90.431,1648.47,32.97
Alaska_Virginia_Beach_9484,Alaska,Virginia Beach,16.559,-93.973,36.853,-75.978,1779.18,35.58
Alaska_Washington_60271,Alaska,Washington,16.559,-93.973,38.895,-77.037,1848.18,36.96
Alaska_West_Virginia_Central_Junction_76518,Alaska,West Virginia Central Junction,16.559,-93.973,39.471,-79.061,1816.14,36.32
Alaska_Wisconsin_Rapids_24174,Alaska,Wisconsin Rapids,16.559,-93.973,44.384,-89.817,1932.25,38.65
Alaska_Wyoming_69302,Alaska,Wyoming,16.559,-93.973,42.913,-85.705,1879.83,37.6
Arizona_Alabama_24416,Arizona,Alabama,15.633,-87.317,42.998,-78.185,1960.92,39.22
Arizona_Alaska_25111,Arizona,Alaska,15.633,-87.317,16.559,-93.973,447.0,8.94
Arizona_Arkansas_City_61653,Arizona,Arkansas City,15.633,-87.317,37.062,-97.038,1591.43,31.83
Arizona_California_City_83770,Arizona,California City,15.633,-87.317,35.126,-117.985,2324.22,46.48
Arizona_Colorado_Springs_35085,Arizona,Colorado Springs,15.633,-87.317,38.834,-104.821,1918.91,38.38
Arizona_Stamford_27734,Arizona,Stamford,15.633,-87.317,41.053,-73.539,1935.67,38.71
Arizona_Delaware_58748,Arizona,Delaware,15.633,-87.317,40.299,-83.068,1717.82,34.36
Arizona_Floridablanca_42267,Arizona,Floridablanca,15.633,-87.317,7.065,-73.09,1129.55,22.59
Arizona_Tbilisi_41228,Arizona,Tbilisi,15.633,-87.317,41.725,44.791,7445.85,148.92
Arizona_Hawaiian_Gardens_42382,Arizona,Hawaiian Gardens,15.633,-87.317,33.831,-118.072,2288.87,45.78
Arizona_Idaho_Falls_92808,Arizona,Idaho Falls,15.633,-87.317,43.467,-112.033,2407.52,48.15
Arizona_Illinois_City_29625,Arizona,Illinois City,15.633,-87.317,41.381,-90.897,1786.2,35.72
Arizona_Indianapolis_79810,Arizona,Indianapolis,15.633,-87.317,39.768,-86.158,1663.48,33.27
Arizona_Iowa_City_14104,Arizona,Iowa City,15.633,-87.317,41.661,-91.53,1810.21,36.2
Arizona_Kansas_City_58238,Arizona,Kansas City,15.633,-87.317,39.114,-94.627,1676.61,33.53
Arizona_Kentucky_59647,Arizona,Kentucky,15.633,-87.317,-28.233,19.4,7727.85,154.56
Arizona_Louisiana_43576,Arizona,Louisiana,15.633,-87.317,39.441,-91.055,1655.0,33.1
Arizona_Maine-Soroa_81357,Arizona,Maine-Soroa,15.633,-87.317,13.218,12.027,6586.08,131.72
Arizona_Maryland_Heights_28047,Arizona,Maryland Heights,15.633,-87.317,38.713,-90.43,1600.47,32.01
Arizona_Worcester_45275,Arizona,Worcester,15.633,-87.317,42.263,-71.803,2053.11,41.06
Arizona_Michigan_City_12638,Arizona,Michigan City,15.633,-87.317,41.708,-86.895,1796.05,35.92
Arizona_Minnesota_City_53031,Arizona,Minnesota City,15.633,-87.317,44.088,-91.744,1977.35,39.55
Arizona_Mississippi_State_21343,Arizona,Mississippi State,15.633,-87.317,33.458,-88.786,1230.34,24.61
Arizona_Missouri_City_28212,Arizona,Missouri City,15.633,-87.317,29.618,-95.538,1095.32,21.91
Arizona_Montana_10283,Arizona,Montana,15.633,-87.317,43.413,23.225,6466.25,129.32
Arizona_Nebraska_City_60762,Arizona,Nebraska City,15.633,-87.317,40.675,-95.862,1799.43,35.99
Arizona_Nevada_67131,Arizona,Nevada,15.633,-87.317,42.018,-93.451,1853.67,37.07
Arizona_New_Hampshire_56848,Arizona,New Hampshire,15.633,-87.317,40.558,-83.954,1728.39,34.57
Arizona_Jersey_City_89453,Arizona,Jersey City,15.633,-87.317,40.728,-74.078,1902.4,38.05
Arizona_New_Mexico_73006,Arizona,New Mexico,15.633,-87.317,-30.733,150.6,8658.94,173.18
Arizona_New_York_29386,Arizona,New York,15.633,-87.317,40.714,-74.006,1903.36,38.07
Arizona_Carolina_90208,Arizona,Carolina,15.633,-87.317,-26.067,30.117,8373.53,167.47
Arizona_Dakota_4606,Arizona,Dakota,15.633,-87.317,43.91,-91.356,1962.32,39.25
Arizona_Ohio_45517,Arizona,Ohio,15.633,-87.317,41.603,-89.453,1793.17,35.86
Arizona_Oklahoma_City_18845,Arizona,Oklahoma City,15.633,-87.317,35.468,-97.516,1504.33,30.09
Arizona_Oregon_City_96576,Arizona,Oregon City,15.633,-87.317,45.358,-122.606,2895.06,57.9
Arizona_Pennsylvania_Furnace_21654,Arizona,Pennsylvania Furnace,15.633,-87.317,40.726,-77.946,1817.5,36.35
Arizona_Island_Park_51574,Arizona,Island Park,15.633,-87.317,41.623,-71.228,2031.49,40.63
Arizona_South_Dakota_Park_58159,Arizona,South Dakota Park,15.633,-87.317,45.418,-96.701,2123.45,42.47
Arizona_Tennessee_16946,Arizona,Tennessee,15.633,-87.317,40.425,-90.799,1720.16,34.4
Arizona_Texas_City_41046,Arizona,Texas City,15.633,-87.317,29.384,-94.903,1062.45,21.25
Arizona_Utah_Pur_87257,Arizona,Utah Pur,15.633,-87.317,34.099,67.671,8637.35,172.75
Arizona_Vermont_79703,Arizona,Vermont,15.633,-87.317,40.295,-90.431,1708.7,34.17
Arizona_Virginia_Beach_51369,Arizona,Virginia Beach,15.633,-87.317,36.853,-75.978,1618.56,32.37
Arizona_Washington_3817,Arizona,Washington,15.633,-87.317,38.895,-77.037,1719.19,34.38
Arizona_West_Virginia_Central_Junction_3752,Arizona,West Virginia Central Junction,15.633,-87.317,39.471,-79.061,1715.93,34.32
Arizona_Wisconsin_Rapids_25522,Arizona,Wisconsin Rapids,15.633,-87.317,44.384,-89.817,1986.02,39.72
Arizona_Wyoming_83419,Arizona,Wyoming,15.633,-87.317,42.913,-85.705,1881.47,37.63
Arkansas_City_Alabama_50837,Arkansas City,Alabama,37.062,-97.038,42.998,-78.185,1077.52,21.55
Arkansas_City_Alaska_42157,Arkansas City,Alaska,37.062,-97.038,16.559,-93.973,1424.09,28.48
Arkansas_City_Arizona_11220,Arkansas City,Arizona,37.062,-97.038,15.633,-87.317,1591.43,31.83
Arkansas_City_California_City_18002,Arkansas City,California City,37.062,-97.038,35.126,-117.985,1177.33,23.55
Arkansas_City_Colorado_Springs_68115,Arkansas City,Colorado Springs,37.062,-97.038,38.834,-104.821,442.12,8.84
Arkansas_City_Stamford_40854,Arkansas City,Stamford,37.062,-97.038,41.053,-73.539,1289.28,25.79
Arkansas_City_Delaware_33300,Arkansas City,Delaware,37.062,-97.038,40.299,-83.068,786.66,15.73
Arkansas_City_Floridablanca_53583,Arkansas City,Floridablanca,37.062,-97.038,7.065,-73.09,2556.16,51.12
Arkansas_City_Tbilisi_94866,Arkansas City,Tbilisi,37.062,-97.038,41.725,44.791,6499.22,129.98
Arkansas_City_Hawaiian_Gardens_91447,Arkansas City,Hawaiian Gardens,37.062,-97.038,33.831,-118.072,1204.72,24.09
Arkansas_City_Idaho_Falls_66411,Arkansas City,Idaho Falls,37.062,-97.038,43.467,-112.033,905.49,18.11
Arkansas_City_Illinois_City_10072,Arkansas City,Illinois City,37.062,-97.038,41.381,-90.897,444.02,8.88
Arkansas_City_Indianapolis_74967,Arkansas City,Indianapolis,37.062,-97.038,39.768,-86.158,618.75,12.38
Arkansas_City_Iowa_City_46402,Arkansas City,Iowa City,37.062,-97.038,41.661,-91.53,433.01,8.66
Arkansas_City_Kansas_City_76445,Arkansas City,Kansas City,37.062,-97.038,39.114,-94.627,193.12,3.86
Arkansas_City_Kentucky_36258,Arkansas City,Kentucky,37.062,-97.038,-28.233,19.4,8755.34,175.11
Arkansas_City_Louisiana_71954,Arkansas City,Louisiana,37.062,-97.038,39.441,-91.055,364.33,7.29
Arkansas_City_Maine-Soroa_44033,Arkansas City,Maine-Soroa,37.062,-97.038,13.218,12.027,6687.32,133.75
Arkansas_City_Maryland_Heights_51863,Arkansas City,Maryland Heights,37.062,-97.038,38.713,-90.43,378.61,7.57
Arkansas_City_Worcester_15382,Arkansas City,Worcester,37.062,-97.038,42.263,-71.803,1386.89,27.74
Arkansas_City_Michigan_City_47958,Arkansas City,Michigan City,37.062,-97.038,41.708,-86.895,629.9,12.6
Arkansas_City_Minnesota_City_52284,Arkansas City,Minnesota City,37.062,-97.038,44.088,-91.744,558.82,11.18
Arkansas_City_Mississippi_State_4798,Arkansas City,Mississippi State,37.062,-97.038,33.458,-88.786,528.34,10.57
Arkansas_City_Missouri_City_11100,Arkansas City,Missouri City,37.062,-97.038,29.618,-95.538,520.28,10.41
Arkansas_City_Montana_95970,Arkansas City,Montana,37.062,-97.038,43.413,23.225,5747.84,114.96
Arkansas_City_Nebraska_City_69307,Arkansas City,Nebraska City,37.062,-97.038,40.675,-95.862,257.16,5.14
Arkansas_City_Nevada_10593,Arkansas City,Nevada,37.062,-97.038,42.018,-93.451,391.84,7.84
Arkansas_City_New_Hampshire_57905,Arkansas City,New Hampshire,37.062,-97.038,40.558,-83.954,745.32,14.91
Arkansas_City_Jersey_City_88812,Arkansas City,Jersey City,37.062,-97.038,40.728,-74.078,1259.42,25.19
Arkansas_City_New_Mexico_5607,Arkansas City,New Mexico,37.062,-97.038,-30.733,150.6,8611.88,172.24
Arkansas_City_New_York_10816,Arkansas City,New York,37.062,-97.038,40.714,-74.006,1263.13,25.26
Arkansas_City_Carolina_6767,Arkansas City,Carolina,37.062,-97.038,-26.067,30.117,9276.47,185.53
Arkansas_City_Dakota_14484,Arkansas City,Dakota,37.062,-97.038,43.91,-91.356,559.02,11.18
Arkansas_City_Ohio_67560,Arkansas City,Ohio,37.062,-97.038,41.603,-89.453,512.74,10.25
Arkansas_City_Oklahoma_City_13567,Arkansas City,Oklahoma City,37.062,-97.038,35.468,-97.516,113.1,2.26
Arkansas_City_Oregon_City_25987,Arkansas City,Oregon City,37.062,-97.038,45.358,-122.606,1442.2,28.84
Arkansas_City_Pennsylvania_Furnace_4746,Arkansas City,Pennsylvania Furnace,37.062,-97.038,40.726,-77.946,1057.44,21.15
Arkansas_City_Island_Park_58237,Arkansas City,Island Park,37.062,-97.038,41.623,-71.228,1412.2,28.24
Arkansas_City_South_Dakota_Park_56320,Arkansas City,South Dakota Park,37.062,-97.038,45.418,-96.701,576.9,11.54
Arkansas_City_Tennessee_8718,Arkansas City,Tennessee,37.062,-97.038,40.425,-90.799,408.98,8.18
Arkansas_City_Texas_City_22488,Arkansas City,Texas City,37.062,-97.038,29.384,-94.903,543.35,10.87
Arkansas_City_Utah_Pur_58853,Arkansas City,Utah Pur,37.062,-97.038,34.099,67.671,7437.22,148.74
Arkansas_City_Vermont_10955,Arkansas City,Vermont,37.062,-97.038,40.295,-90.431,420.95,8.42
Arkansas_City_Virginia_Beach_40228,Arkansas City,Virginia Beach,37.062,-97.038,36.853,-75.978,1163.16,23.26
Arkansas_City_Washington_33056,Arkansas City,Washington,37.062,-97.038,38.895,-77.037,1096.97,21.94
Arkansas_City_West_Virginia_Central_Junction_74902,Arkansas City,West Virginia Central Junction,37.062,-97.038,39.471,-79.061,989.85,19.8
Arkansas_City_Wisconsin_Rapids_92362,Arkansas City,Wisconsin Rapids,37.062,-97.038,44.384,-89.817,631.07,12.62
Arkansas_City_Wyoming_11825,Arkansas City,Wyoming,37.062,-97.038,42.913,-85.705,723.35,14.47
California_City_Alabama_71059,California City,Alabama,35.126,-117.985,42.998,-78.185,2186.33,43.73
California_City_Alaska_3318,California City,Alaska,35.126,-117.985,16.559,-93.973,1957.36,39.15
California_City_Arizona_22198,California City,Arizona,35.126,-117.985,15.633,-87.317,2324.22,46.48
California_City_Arkansas_City_17311,California City,Arkansas City,35.126,-117.985,37.062,-97.038,1177.33,23.55
California_City_Colorado_Springs_31494,California City,Colorado Springs,35.126,-117.985,38.834,-104.821,770.99,15.42
California_City_Stamford_30576,California City,Stamford,35.126,-117.985,41.053,-73.539,2430.33,48.61
California_City_Delaware_33676,California City,Delaware,35.126,-117.985,40.299,-83.068,1933.12,38.66
California_City_Floridablanca_96888,California City,Floridablanca,35.126,-117.985,7.065,-73.09,3438.47,68.77
California_City_Tbilisi_72428,California City,Tbilisi,35.126,-117.985,41.725,44.791,7031.18,140.62
California_City_Hawaiian_Gardens_63806,California City,Hawaiian Gardens,35.126,-117.985,33.831,-118.072,89.4,1.79
California_City_Idaho_Falls_29340,California City,Idaho Falls,35.126,-117.985,43.467,-112.033,657.5,13.15
California_City_Illinois_City_72626,California City,Illinois City,35.126,-117.985,41.381,-90.897,1528.0,30.56
California_City_Indianapolis_10018,California City,Indianapolis,35.126,-117.985,39.768,-86.158,1769.37,35.39
California_City_Iowa_City_3739,California City,Iowa City,35.126,-117.985,41.661,-91.53,1498.24,29.96
California_City_Kansas_City_82822,California City,Kansas City,35.126,-117.985,39.114,-94.627,1314.96,26.3
California_City_Kentucky_1041,California City,Kentucky,35.126,-117.985,-28.233,19.4,9908.05,198.16
California_City_Louisiana_1244,California City,Louisiana,35.126,-117.985,39.441,-91.055,1507.55,30.15
California_City_Maine-Soroa_78619,California City,Maine-Soroa,35.126,-117.985,13.218,12.027,7773.21,155.46
California_City_Maryland_Heights_60475,California City,Maryland Heights,35.126,-117.985,38.713,-90.43,1539.6,30.79
California_City_Worcester_99380,California City,Worcester,35.126,-117.985,42.263,-71.803,2512.99,50.26
California_City_Michigan_City_26611,California City,Michigan City,35.126,-117.985,41.708,-86.895,1736.69,34.73
California_City_Minnesota_City_9185,California City,Minnesota City,35.126,-117.985,44.088,-91.744,1522.13,30.44
California_City_Mississippi_State_99749,California City,Mississippi State,35.126,-117.985,33.458,-88.786,1668.41,33.37
California_City_Missouri_City_37355,California City,Missouri City,35.126,-117.985,29.618,-95.538,1362.99,27.26
California_City_Montana_20310,California City,Montana,35.126,-117.985,43.413,23.225,6501.25,130.02
California_City_Nebraska_City_98659,California City,Nebraska City,35.126,-117.985,40.675,-95.862,1264.15,25.28
California_City_Nevada_66310,California City,Nevada,35.126,-117.985,42.018,-93.451,1405.05,28.1
California_City_New_Hampshire_88792,California City,New Hampshire,35.126,-117.985,40.558,-83.954,1886.36,37.73
California_City_Jersey_City_97574,California City,Jersey City,35.126,-117.985,40.728,-74.078,2404.23,48.08
California_City_New_Mexico_54506,California City,New Mexico,35.126,-117.985,-30.733,150.6,7466.27,149.33
California_City_New_York_26296,California City,New York,35.126,-117.985,40.714,-74.006,2408.09,48.16
California_City_Carolina_46606,California City,Carolina,35.126,-117.985,-26.067,30.117,10452.85,209.06
California_City_Dakota_10742,California City,Dakota,35.126,-117.985,43.91,-91.356,1537.77,30.76
California_City_Ohio_12689,California City,Ohio,35.126,-117.985,41.603,-89.453,1604.25,32.08
California_City_Oklahoma_City_49104,California City,Oklahoma City,35.126,-117.985,35.468,-97.516,1155.04,23.1
California_City_Oregon_City_64973,California City,Oregon City,35.126,-117.985,45.358,-122.606,746.72,14.93
California_City_Pennsylvania_Furnace_24938,California City,Pennsylvania Furnace,35.126,-117.985,40.726,-77.946,2201.74,44.03
California_City_Island_Park_18251,California City,Island Park,35.126,-117.985,41.623,-71.228,2546.36,50.93
California_City_South_Dakota_Park_20813,California City,South Dakota Park,35.126,-117.985,45.418,-96.701,1323.9,26.48
California_City_Tennessee_63041,California City,Tennessee,35.126,-117.985,40.425,-90.799,1525.84,30.52
California_City_Texas_City_30964,California City,Texas City,35.126,-117.985,29.384,-94.903,1404.5,28.09
California_City_Utah_Pur_3877,California City,Utah Pur,35.126,-117.985,34.099,67.671,7654.22,153.08
California_City_Vermont_88089,California City,Vermont,35.126,-117.985,40.295,-90.431,1544.44,30.89
California_City_Virginia_Beach_99995,California City,Virginia Beach,35.126,-117.985,36.853,-75.978,2337.74,46.75
California_City_Washington_62983,California City,Washington,35.126,-117.985,38.895,-77.037,2260.36,45.21
California_City_West_Virginia_Central_Junction_20410,California City,West Virginia Central Junction,35.126,-117.985,39.471,-79.061,2148.42,42.97
California_City_Wisconsin_Rapids_90872,California City,Wisconsin Rapids,35.126,-117.985,44.384,-89.817,1619.87,32.4
California_City_Wyoming_30618,California City,Wyoming,35.126,-117.985,42.913,-85.705,1805.54,36.11
Colorado_Springs_Alabama_12326,Colorado Springs,Alabama,38.834,-104.821,42.998,-78.185,1417.26,28.35
Colorado_Springs_Alaska_75451,Colorado Springs,Alaska,38.834,-104.821,16.559,-93.973,1668.64,33.37
Colorado_Springs_Arizona_70901,Colorado Springs,Arizona,38.834,-104.821,15.633,-87.317,1918.91,38.38
Colorado_Springs_Arkansas_City_23321,Colorado Springs,Arkansas City,38.834,-104.821,37.062,-97.038,442.12,8.84
Colorado_Springs_California_City_70293,Colorado Springs,California City,38.834,-104.821,35.126,-117.985,770.99,15.42
Colorado_Springs_Stamford_60617,Colorado Springs,Stamford,38.834,-104.821,41.053,-73.539,1659.34,33.19
Colorado_Springs_Delaware_65220,Colorado Springs,Delaware,38.834,-104.821,40.299,-83.068,1162.96,23.26
Colorado_Springs_Floridablanca_12303,Colorado Springs,Floridablanca,38.834,-104.821,7.065,-73.09,2947.83,58.96
Colorado_Springs_Tbilisi_72446,Colorado Springs,Tbilisi,38.834,-104.821,41.725,44.791,6567.37,131.35
Colorado_Springs_Hawaiian_Gardens_64009,Colorado Springs,Hawaiian Gardens,38.834,-104.821,33.831,-118.072,814.7,16.29
Colorado_Springs_Idaho_Falls_18045,Colorado Springs,Idaho Falls,38.834,-104.821,43.467,-112.033,493.35,9.87
Colorado_Springs_Illinois_City_27203,Colorado Springs,Illinois City,38.834,-104.821,41.381,-90.897,757.39,15.15
Colorado_Springs_Indianapolis_47141,Colorado Springs,Indianapolis,38.834,-104.821,39.768,-86.158,1000.56,20.01
Colorado_Springs_Iowa_City_8409,Colorado Springs,Iowa City,38.834,-104.821,41.661,-91.53,728.4,14.57
Colorado_Springs_Kansas_City_16239,Colorado Springs,Kansas City,38.834,-104.821,39.114,-94.627,548.97,10.98
Colorado_Springs_Kentucky_37651,Colorado Springs,Kentucky,38.834,-104.821,-28.233,19.4,9192.19,183.84
Colorado_Springs_Louisiana_17322,Colorado Springs,Louisiana,38.834,-104.821,39.441,-91.055,740.01,14.8
